th01,th02,th03,th04,th11,th12,th13,th14,th21,th22,th23,th24,th31,th32,th33,th34,th41,th42,th43,th44,?
1.7336037311531074E-4,1.0467354367836377,1.5706962131623299,1.5707963248656673,1.7336034692048112E-4,1.0467354367674566,1.5706962709682866,1.571796209280606,1.7336027450450022E-4,1.0467354367204573,1.5706963288005333,1.5727960936960002,1.7336015586806418E-4,1.0467354366426471,1.5706963866586703,1.573795978112297,1.7335999101231487E-4,1.046735436534015,1.5706964445423008,1.5747958625299223,
6.940923613489785E-4,1.045349516044911,1.570395207930613,1.5707962958014832,6.940922193706831E-4,1.0453495159708615,1.5703954394421535,1.5717958328885775,6.940918924306691E-4,1.045349515773437,1.5703956710588043,1.5727953699777095,6.940913805321088E-4,1.0453495154526549,1.570395902778997,1.5737949070706467,6.940906836799506E-4,1.0453495150084993,1.570396134601142,1.5747944441691237,
0.0015646674455954608,1.0430396694061614,1.5698910107730373,1.5707961687341525,0.001564666985362142,1.0430396692042725,1.5698915329267797,1.5717951246852653,0.0015646661085389132,1.0430396687243222,1.5698920553169682,1.5727940806417615,0.0015646648151343694,1.0430396679663376,1.569892577940059,1.573793036607611,0.0015646631051611203,1.0430396669303053,1.5698931007924803,1.5747919925867544,
0.002789202522241006,1.039805693104075,1.569179762767286,1.570795822026726,0.0027892013490359363,1.0398056926563526,1.569180694230366,1.571793959587906,0.0027891994341171216,1.0398056917131089,1.5691816261136702,1.5727920971606537,0.0027891967775035167,1.0398056902743846,1.5691825584108738,1.5737902347520598,0.0027891933792212067,1.039805688340142,1.5691834911156348,1.5747883723691538,
0.004373456618984038,1.0356472929050042,1.5682560082527086,1.570795077882635,0.004373454060219635,1.0356472920243789,1.5682574701198146,1.5717921549679505,0.0043734503402826416,1.0356472903670761,1.5682589326432448,1.5727892320754608,0.004373445459210116,1.0356472879331609,1.5682603958130827,1.5737863092162687,0.004373439417050314,1.035647284722586,1.5682618596193936,1.5747833864013971,
0.0063248262525325075,1.0305640760329025,1.5671126406537124,1.5707936946039573,0.006324821263165942,1.0305640744401623,1.5671147571494408,1.571789462901062,0.006324814597773946,1.0305640717247422,1.5671168745896922,1.572785231237534,0.006324806256423293,1.0305640678867036,1.5671189929601208,1.5737809996294143,0.006324796239196896,1.0305640629260333,1.567121112246381,1.5747767680926525,
0.008652339348634503,1.024555542087072,1.5657408314681678,1.5707913562940772,0.00865233040473427,1.0245555393850736,1.5657437306568014,1.5717855598583965,0.008652319173298681,1.0245555351481046,1.5657466311298636,1.5727797634885343,0.00865230565444043,1.0245555293762536,1.56574953286777,1.5737739672064068,0.008652289848294536,1.024555522069507,1.5657524358508816,1.57476817103384,
0.011366647569762588,1.0176210740405718,1.5641299413576046,1.5707876597256605,0.011366632547078427,1.0176210696848056,1.5641337558628798,1.5717800335597494,0.011366614527242932,1.0176210633138278,1.564137572043666,1.5727724074987997,0.011366593510437338,1.0176210549277378,1.5641413898742338,1.573764781571568,0.011366569496871794,1.017621044526559,1.5641452093288077,1.5747571558067215,
0.01448001677545723,1.0097599307935055,1.562267411990753,1.570782098008104,0.014479992809520122,1.0097599240579276,1.562272279728944,1.5717723666220536,0.0144799650370976,1.0097599147569938,1.5622771495840475,1.5727626353970303,0.014479933458469115,1.0097599028908535,1.5622820215232958,1.5737529043696097,0.014479898073950675,1.0097598884595436,1.5622868955138847,1.5747431735762933,
0.018006315157773792,1.0009712432366693,1.5601386369819374,1.5707740405846298,0.018006278481654033,1.0009712331733733,1.5601447019121626,1.5717619165328947,0.018006237088247706,1.0009712199225158,1.5601507694498058,1.5727497927203038,0.018006190977970765,1.0009712034842755,1.5601568395541634,1.5737376691922855,0.018006140151284548,1.000971183858743,1.560162912184455,1.5747255459941794,
0.02196099832742458,0.9912540163915056,1.5577268099302166,1.5707627089637919,0.02196094408279923,0.9912540017825278,1.5577342228268092,1.5717478913529888,0.021960884106763397,0.9912539832892671,1.5577416388687768,1.5727330740877308,0.02196081839991844,0.9912539609119508,1.5577490580065256,1.5737182572233464,0.021960746962920524,0.9912539346507319,1.557756480190351,1.5747034408150604,
0.026361090246434106,0.9806071409712368,1.5550127472086523,1.5707471474363044,0.026361012263053582,0.9806071202702085,1.5550216664615817,1.5717293203979763,0.026360927428888653,0.9806070949109623,1.5550305894430394,1.5727114938473554,0.02636083574478776,0.9806070648938054,1.5550395160935608,1.5736936678507571,0.026360737211663886,0.9806070302189595,1.5550484463535619,1.5746758424743672,
0.031225158373188306,0.9690294187046153,1.5519746827864573,1.5707261878394716,0.03122504891118499,0.9690293899653699,1.5519852752369094,1.5717050189611061,0.03122493137181684,0.969029355713813,1.5519958720412936,1.5726838507573395,0.031224805756255067,0.9690293159503385,1.552006473129262,1.573662683306564,0.031224672065745984,0.96902927067527,1.5520170784303036,1.5746415166870347,
0.03657328065739205,0.9565196070397917,1.5485880320095526,1.5706984071984889,0.036573130106148585,0.9565195678281269,1.5486004738293853,1.5716735459056645,0.03657297014181551,0.9565195221666615,1.548612920666956,1.5726486855296982,0.03657280076597903,0.9565194700559172,1.54862537243997,1.573623826162204,0.03657262198031263,0.9565194114963297,1.5486378290659715,1.574598967894654,
0.04242700103355061,0.9430764904781758,1.544825120953318,1.570662076786511,0.0424267975600529,0.9430764377617529,1.5448395985786376,1.5716331526686727,0.04242658322673432,0.9430763775711454,1.5448540819189733,1.5726042297779739,0.04242635803570917,0.9430763099070236,1.5448685708790233,1.5735753082204218,0.042426121989190504,0.9430762347699809,1.544883065363283,1.5745463881018693,
0.04880926873319209,0.9286989878702642,1.54065487775188,1.5706151007910858,0.048808997871966665,0.9286989178799726,1.5406715888829425,1.5715817218637704,0.04880871459146765,0.9286988393004165,1.540688306453593,1.5725483445568496,0.0488084188944723,0.9286987521324459,1.5407050303543952,1.573514968991936,0.04880811078386901,0.9286986563768506,1.5407217604756893,1.5744815952904494,
